0	1.3275e-07
0.0004639	1.3202e-07
0.00092779	1.3473e-07
0.0013917	1.341e-07
0.0018556	1.3661e-07
0.0023195	1.3635e-07
0.0027834	1.3871e-07
0.0032473	1.385e-07
0.0037112	1.4098e-07
0.0041751	1.404e-07
0.004639	1.4312e-07
0.0051029	1.4222e-07
0.0055667	1.4493e-07
0.0060306	1.4414e-07
0.0064945	1.4658e-07
0.0069584	1.4617e-07
0.0074223	1.485e-07
0.0078862	1.482e-07
0.0083501	1.5083e-07
0.008814	1.5028e-07
0.0092779	1.533e-07
0.0097418	1.5252e-07
0.010206	1.5556e-07
0.01067	1.5488e-07
0.011133	1.5752e-07
0.011597	1.5702e-07
0.012061	1.5929e-07
0.012525	1.5863e-07
0.012989	1.6092e-07
0.013453	1.5974e-07
0.013917	1.6223e-07
0.014381	1.6073e-07
0.014845	1.6325e-07
0.015309	1.6208e-07
0.015772	1.6457e-07
0.016236	1.6418e-07
0.0167	1.6703e-07
0.017164	1.6738e-07
0.017628	1.7121e-07
0.018092	1.7183e-07
0.018556	1.7672e-07
0.01902	1.7739e-07
0.019484	1.8233e-07
0.019948	1.8289e-07
0.020411	1.8669e-07
0.020875	1.8635e-07
0.021339	1.8842e-07
0.021803	1.8615e-07
0.022267	1.8639e-07
0.022731	1.8173e-07
0.023195	1.8042e-07
0.023659	1.7391e-07
0.024123	1.7153e-07
0.024586	1.6473e-07
0.02505	1.6218e-07
0.025514	1.5668e-07
0.025978	1.5557e-07
0.026442	1.5248e-07
0.026906	1.545e-07
0.02737	1.5445e-07
0.027834	1.606e-07
0.028298	1.6403e-07
0.028762	1.7384e-07
0.029225	1.8116e-07
0.029689	1.9336e-07
0.030153	2.0354e-07
0.030617	2.1748e-07
0.031081	2.2838e-07
0.031545	2.4277e-07
0.032009	2.5299e-07
0.032473	2.6612e-07
0.032937	2.7403e-07
0.0334	2.8485e-07
0.033864	2.8957e-07
0.034328	2.963e-07
0.034792	2.9812e-07
0.035256	3.0027e-07
0.03572	2.9797e-07
0.036184	2.9703e-07
0.036648	2.9021e-07
0.037112	2.8606e-07
0.037576	2.7644e-07
0.038039	2.6913e-07
0.038503	2.5727e-07
0.038967	2.4808e-07
0.039431	2.3486e-07
0.039895	2.2407e-07
0.040359	2.1069e-07
0.040823	1.9948e-07
0.041287	1.8552e-07
0.041751	1.7552e-07
0.042214	1.6153e-07
0.042678	1.5209e-07
0.043142	1.3997e-07
0.043606	1.3054e-07
0.04407	1.2014e-07
0.044534	1.1219e-07
0.044998	1.0247e-07
0.045462	9.6116e-08
0.045926	8.7947e-08
0.04639	8.2416e-08
0.046853	7.532e-08
0.047317	7.1718e-08
0.047781	6.5086e-08
0.048245	6.1876e-08
0.048709	5.7924e-08
0.049173	5.4035e-08
0.049637	5.0592e-08
0.050101	4.9242e-08
0.050565	4.4706e-08
0.051029	4.3645e-08
0.051492	4.1333e-08
0.051956	3.9395e-08
0.05242	3.6607e-08
0.052884	3.6709e-08
0.053348	3.3761e-08
0.053812	3.2003e-08
0.054276	3.1528e-08
0.05474	2.9958e-08
0.055204	2.6559e-08
0.055667	2.7877e-08
0.056131	2.4714e-08
0.056595	2.2919e-08
0.057059	2.2185e-08
0.057523	2.1076e-08
0.057987	1.7525e-08
0.058451	1.746e-08
0.058915	1.6005e-08
0.059379	1.2911e-08
0.059843	1.1363e-08
0.060306	1.1676e-08
0.06077	6.9065e-09
0.061234	6.4544e-09
0.061698	5.6761e-09
0.062162	2.2992e-09
0.062626	4.3541e-10
0.06309	4.8738e-10
0.063554	-2.6018e-09
0.064018	-4.7618e-09
0.064481	-4.7882e-09
0.064945	-6.4933e-09
0.065409	-9.7966e-09
0.065873	-8.7601e-09
0.066337	-1.0235e-08
0.066801	-1.3154e-08
0.067265	-1.2079e-08
0.067729	-1.2918e-08
0.068193	-1.4956e-08
0.068657	-1.4581e-08
0.06912	-1.403e-08
0.069584	-1.5675e-08
0.070048	-1.5663e-08
0.070512	-1.4162e-08
0.070976	-1.5197e-08
0.07144	-1.5719e-08
0.071904	-1.3121e-08
0.072368	-1.4527e-08
0.072832	-1.4192e-08
0.073295	-1.2758e-08
0.073759	-1.2601e-08
0.074223	-1.3211e-08
0.074687	-1.1762e-08
0.075151	-1.1502e-08
0.075615	-1.2003e-08
0.076079	-1.1799e-08
0.076543	-1.0219e-08
0.077007	-1.2188e-08
0.077471	-1.1186e-08
0.077934	-1.0901e-08
0.078398	-1.1766e-08
0.078862	-1.1884e-08
0.079326	-1.1221e-08
0.07979	-1.2063e-08
0.080254	-1.2186e-08
0.080718	-1.2251e-08
0.081182	-1.1654e-08
0.081646	-1.3041e-08
0.08211	-1.1907e-08
0.082573	-1.2082e-08
0.083037	-1.2792e-08
0.083501	-1.204e-08
0.083965	-1.2034e-08
0.084429	-1.2308e-08
0.084893	-1.2165e-08
0.085357	-1.2169e-08
0.085821	-1.2156e-08
0.086285	-1.2645e-08
0.086748	-1.2255e-08
0.087212	-1.2343e-08
0.087676	-1.3393e-08
0.08814	-1.2486e-08
0.088604	-1.3433e-08
0.089068	-1.303e-08
0.089532	-1.3291e-08
0.089996	-1.3249e-08
0.09046	-1.3544e-08
0.090924	-1.3283e-08
0.091387	-1.3298e-08
0.091851	-1.2639e-08
